Found,Query_ID,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,FLUX_B_1,FLUX_V_1,FLUX_R_1,FLUX_I_1,FLUX_J_1,FLUX_H_1,FLUX_K_1,OTYPE_2,SP_TYPE_2,RA_3,DEC_3,PMRA_2,PMDEC_2,PLX_VALUE_2,RV_VALUE_2,FLUX_U_1,FLUX_B_2,FLUX_V_2,FLUX_R_2,FLUX_I_2,FLUX_J_2,FLUX_H_2,FLUX_K_2,OTYPE_3,SP_TYPE_3,RA_4,DEC_4,PMRA_3,PMDEC_3,PLX_VALUE_3,RV_VALUE_3,SCRIPT_NUMBER_ID
True,[LDH2014] Fnx-mem0634,[LDH2014] Fnx-mem0634,02 38 55.5159,-34 47 21.150,14,14,0.0635,0.0831,90,A,O,2020yCat.1350....0G,,20.238,18.63,,17.2,16.037,15.308,15.038,Star,,02 38 55.5159,-34 47 21.150,0.319,-0.23,0.021,50.3,20.238,18.63,,17.2,16.037,15.308,15.038,Star,,02 38 55.5159,-34 47 21.150,0.319,-0.23,0.021,50.3,,20.238,18.63,,17.2,16.037,15.308,15.038,Star,,02 38 55.5159,-34 47 21.150,0.319,-0.23,0.021,50.3,1
True,[LDH2014] Fnx-mem0638,DK  9,02 38 42.1786,-34 47 40.480,14,14,0.0568,0.0737,90,A,O,2020yCat.1350....0G,,20.125,18.415,,16.791,15.658,14.734,14.744,AGB*,,02 38 42.1786,-34 47 40.480,0.39,-0.252,0.1772,35.2,20.125,18.415,,16.791,15.658,14.734,14.744,AGB*,,02 38 42.1786,-34 47 40.480,0.39,-0.252,0.1772,35.2,,20.125,18.415,,16.791,15.658,14.734,14.744,AGB*,,02 38 42.1786,-34 47 40.480,0.39,-0.252,0.1772,35.2,1
True,[LDH2014] Fnx-mem0647,2MASS J02372424-3448367,02 37 24.2653,-34 48 37.345,14,14,0.0591,0.077,90,A,O,2020yCat.1350....0G,,20.007,18.54,,17.13,16.214,15.603,15.516,RGB*,,02 37 24.2653,-34 48 37.345,0.316,-0.166,,67.1,20.007,18.54,,17.13,16.214,15.603,15.516,RGB*,,02 37 24.2653,-34 48 37.345,0.316,-0.166,,67.1,,20.007,18.54,,17.13,16.214,15.603,15.516,RGB*,,02 37 24.2653,-34 48 37.345,0.316,-0.166,,67.1,1
True,[LDH2014] Fnx-mem0654,[LDH2014] Fnx-mem0654,02 37 22.5410,-34 49 04.573,14,14,0.0626,0.0864,90,A,O,2020yCat.1350....0G,,19.949,18.67,,17.29,16.329,15.753,15.636,RGB*,,02 37 22.5410,-34 49 04.573,0.223,-0.282,,46.4,19.949,18.67,,17.29,16.329,15.753,15.636,RGB*,,02 37 22.5410,-34 49 04.573,0.223,-0.282,,46.4,,19.949,18.67,,17.29,16.329,15.753,15.636,RGB*,,02 37 22.5410,-34 49 04.573,0.223,-0.282,,46.4,1
True,[LDH2014] Fnx-mem0664,2MASS J02381791-3449535,02 38 17.9045,-34 49 53.472,14,14,0.0644,0.0842,90,A,O,2020yCat.1350....0G,,19.859,18.63,,17.37,16.245,15.627,15.736,RGB*,,02 38 17.9045,-34 49 53.472,0.404,-0.545,0.2532,23.9,19.859,18.63,,17.37,16.245,15.627,15.736,RGB*,,02 38 17.9045,-34 49 53.472,0.404,-0.545,0.2532,23.9,,19.859,18.63,,17.37,16.245,15.627,15.736,RGB*,,02 38 17.9045,-34 49 53.472,0.404,-0.545,0.2532,23.9,1
True,[LDH2014] Fnx-mem0675,[LDH2014] Fnx-mem0675,02 37 55.7611,-34 50 25.259,14,14,0.0616,0.0793,90,A,O,2020yCat.1350....0G,,,18.756,,17.354,16.237,15.538,15.396,Star,,02 37 55.7611,-34 50 25.259,0.365,-0.376,,66.2,,18.756,,17.354,16.237,15.538,15.396,Star,,02 37 55.7611,-34 50 25.259,0.365,-0.376,,66.2,,,18.756,,17.354,16.237,15.538,15.396,Star,,02 37 55.7611,-34 50 25.259,0.365,-0.376,,66.2,1
True,[LDH2014] Fnx-mem0678,[LDH2014] Fnx-mem0678,02 38 42.9886,-34 50 56.333,14,14,0.0587,0.0754,90,A,O,2020yCat.1350....0G,,20.316,18.62,,17.07,16.081,15.332,15.021,Star,,02 38 42.9886,-34 50 56.333,0.38,-0.482,,73.5854,20.316,18.62,,17.07,16.081,15.332,15.021,Star,,02 38 42.9886,-34 50 56.333,0.38,-0.482,,73.5854,,20.316,18.62,,17.07,16.081,15.332,15.021,Star,,02 38 42.9886,-34 50 56.333,0.38,-0.482,,73.5854,1
True,[LDH2014] Fnx-mem0682,DK  4,02 38 09.0567,-34 51 07.095,14,14,0.0564,0.0721,90,A,O,2020yCat.1350....0G,,20.268,18.5,,16.92,15.73,15.11,15.01,AGB*,,02 38 09.0567,-34 51 07.095,0.437,-0.606,0.0501,56.3322,20.268,18.5,,16.92,15.73,15.11,15.01,AGB*,,02 38 09.0567,-34 51 07.095,0.437,-0.606,0.0501,56.3322,,20.268,18.5,,16.92,15.73,15.11,15.01,AGB*,,02 38 09.0567,-34 51 07.095,0.437,-0.606,0.0501,56.3322,1
True,[LDH2014] Fnx-mem0714,2MASS J02385026-3453195,02 38 50.2704,-34 53 19.563,14,14,0.0465,0.0611,90,A,O,2020yCat.1350....0G,,19.641,18.211,,16.727,15.843,14.97,14.908,RGB*,,02 38 50.2704,-34 53 19.563,0.469,-0.276,0.1296,39.7825,19.641,18.211,,16.727,15.843,14.97,14.908,RGB*,,02 38 50.2704,-34 53 19.563,0.469,-0.276,0.1296,39.7825,,19.641,18.211,,16.727,15.843,14.97,14.908,RGB*,,02 38 50.2704,-34 53 19.563,0.469,-0.276,0.1296,39.7825,1
True,[LDH2014] Fnx-mem0715,[LDH2014] Fnx-mem0715,02 38 11.1117,-34 53 20.642,14,14,0.059,0.0768,90,A,O,2020yCat.1350....0G,,20.257,18.722,,17.245,16.031,15.353,15.168,Star,,02 38 11.1117,-34 53 20.642,0.41,-0.356,0.052,44.6,20.257,18.722,,17.245,16.031,15.353,15.168,Star,,02 38 11.1117,-34 53 20.642,0.41,-0.356,0.052,44.6,,20.257,18.722,,17.245,16.031,15.353,15.168,Star,,02 38 11.1117,-34 53 20.642,0.41,-0.356,0.052,44.6,1
True,[LDH2014] Fnx-mem0717,[LDH2014] Fnx-mem0717,02 38 40.6017,-34 53 30.806,14,14,0.0555,0.0736,90,A,O,2020yCat.1350....0G,,20.175,18.5,,16.95,15.948,14.957,14.948,Star,,02 38 40.6017,-34 53 30.806,0.439,-0.706,0.2258,38.9717,20.175,18.5,,16.95,15.948,14.957,14.948,Star,,02 38 40.6017,-34 53 30.806,0.439,-0.706,0.2258,38.9717,,20.175,18.5,,16.95,15.948,14.957,14.948,Star,,02 38 40.6017,-34 53 30.806,0.439,-0.706,0.2258,38.9717,1
True,[LDH2014] Fnx-mem0732,2MASS J02374746-3454527,02 37 47.4842,-34 54 52.699,14,14,0.055,0.0687,90,A,O,2020yCat.1350....0G,,19.943,18.25,,16.89,15.947,15.254,14.771,RGB*,,02 37 47.4842,-34 54 52.699,0.356,-0.298,0.151,26.8,19.943,18.25,,16.89,15.947,15.254,14.771,RGB*,,02 37 47.4842,-34 54 52.699,0.356,-0.298,0.151,26.8,,19.943,18.25,,16.89,15.947,15.254,14.771,RGB*,,02 37 47.4842,-34 54 52.699,0.356,-0.298,0.151,26.8,1
True,[LDH2014] Fnx-mem0747,2MASS J02373448-3456088,02 37 34.4965,-34 56 08.816,14,14,0.0667,0.0905,90,A,O,2020yCat.1350....0G,,20.12,18.61,,17.25,16.39,15.349,15.498,RGB*,,02 37 34.4965,-34 56 08.816,0.3,-0.443,0.0045,57.2,20.12,18.61,,17.25,16.39,15.349,15.498,RGB*,,02 37 34.4965,-34 56 08.816,0.3,-0.443,0.0045,57.2,,20.12,18.61,,17.25,16.39,15.349,15.498,RGB*,,02 37 34.4965,-34 56 08.816,0.3,-0.443,0.0045,57.2,1
True,[LDH2014] Fnx-mem0754,2MASS J02383095-3456544,02 38 30.9502,-34 56 54.274,14,14,0.051,0.0708,90,A,O,2020yCat.1350....0G,,20.178,18.48,,16.91,15.787,15.054,14.54,ChemPec*,,02 38 30.9502,-34 56 54.274,0.392,-0.389,0.0473,32.8283,20.178,18.48,,16.91,15.787,15.054,14.54,ChemPec*,,02 38 30.9502,-34 56 54.274,0.392,-0.389,0.0473,32.8283,,20.178,18.48,,16.91,15.787,15.054,14.54,ChemPec*,,02 38 30.9502,-34 56 54.274,0.392,-0.389,0.0473,32.8283,1
True,[LDH2014] Fnx-mem0779,2MASS J02374255-3458304,02 37 42.5460,-34 58 30.394,14,14,0.0568,0.0728,90,A,O,2020yCat.1350....0G,,19.777,18.3,,17.04,16.006,15.355,,RGB*,,02 37 42.5460,-34 58 30.394,0.4,-0.397,,66.0,19.777,18.3,,17.04,16.006,15.355,,RGB*,,02 37 42.5460,-34 58 30.394,0.4,-0.397,,66.0,,19.777,18.3,,17.04,16.006,15.355,,RGB*,,02 37 42.5460,-34 58 30.394,0.4,-0.397,,66.0,1
True,[LDH2014] Fnx-rgb0522,[LDH2014] Fnx-rgb0522,02 38 02.6914,-34 37 03.529,14,14,0.0536,0.0697,90,A,O,2020yCat.1350....0G,,19.807,18.517,,17.154,16.162,15.574,15.398,RGB*,,02 38 02.6914,-34 37 03.529,0.328,-0.415,,62.6,19.807,18.517,,17.154,16.162,15.574,15.398,RGB*,,02 38 02.6914,-34 37 03.529,0.328,-0.415,,62.6,,19.807,18.517,,17.154,16.162,15.574,15.398,RGB*,,02 38 02.6914,-34 37 03.529,0.328,-0.415,,62.6,1
True,[LDH2014] Fnx-rgb0553,[LDH2014] Fnx-rgb0553,02 38 25.2111,-34 41 24.258,14,14,0.0551,0.071,90,A,O,2020yCat.1350....0G,,20.284,18.655,,17.033,15.877,15.127,14.917,RGB*,,02 38 25.2111,-34 41 24.258,0.429,-0.246,,66.3,20.284,18.655,,17.033,15.877,15.127,14.917,RGB*,,02 38 25.2111,-34 41 24.258,0.429,-0.246,,66.3,,20.284,18.655,,17.033,15.877,15.127,14.917,RGB*,,02 38 25.2111,-34 41 24.258,0.429,-0.246,,66.3,1
True,[LHT2010] BL084,[LHT2010] BL084,02 38 42.9879,-34 25 49.436,14,14,0.0501,0.0641,90,A,O,2020yCat.1350....0G,,,,,,15.918,14.907,14.689,Star,,02 38 42.9879,-34 25 49.436,0.355,-0.384,0.1412,58.92,,,,,15.918,14.907,14.689,Star,,02 38 42.9879,-34 25 49.436,0.355,-0.384,0.1412,58.92,,,,,,15.918,14.907,14.689,Star,,02 38 42.9879,-34 25 49.436,0.355,-0.384,0.1412,58.92,1
True,[LHT2010] BL100,[LHT2010] BL100,02 38 56.0321,-34 24 45.216,14,14,0.0559,0.0719,90,A,O,2020yCat.1350....0G,,,,,,15.97,15.366,15.154,Star,,02 38 56.0321,-34 24 45.216,0.344,-0.258,,55.92,,,,,15.97,15.366,15.154,Star,,02 38 56.0321,-34 24 45.216,0.344,-0.258,,55.92,,,,,,15.97,15.366,15.154,Star,,02 38 56.0321,-34 24 45.216,0.344,-0.258,,55.92,1
True,[LHT2010] BL104,[LHT2010] BL104,02 39 14.6216,-34 23 21.500,14,14,0.0548,0.0733,90,A,O,2020yCat.1350....0G,,,,,,,,,Star,,02 39 14.6216,-34 23 21.500,0.396,-0.362,,51.36,,,,,,,,Star,,02 39 14.6216,-34 23 21.500,0.396,-0.362,,51.36,,,,,,,,,Star,,02 39 14.6216,-34 23 21.500,0.396,-0.362,,51.36,1
True,[LHT2010] BL138,[LHT2010] BL138,02 39 16.2349,-34 37 00.605,14,14,0.0515,0.0651,90,A,O,2020yCat.1350....0G,,,,,,15.909,14.888,14.757,Star,,02 39 16.2349,-34 37 00.605,0.334,-0.39,0.1713,57.1311,,,,,15.909,14.888,14.757,Star,,02 39 16.2349,-34 37 00.605,0.334,-0.39,0.1713,57.1311,,,,,,15.909,14.888,14.757,Star,,02 39 16.2349,-34 37 00.605,0.334,-0.39,0.1713,57.1311,1
True,[LHT2010] BL146,[LHT2010] BL146,02 38 41.7927,-34 28 58.602,14,14,0.0582,0.0733,90,A,O,2020yCat.1350....0G,,,,,,16.261,15.251,,Star,,02 38 41.7927,-34 28 58.602,0.286,-0.249,,50.01,,,,,16.261,15.251,,Star,,02 38 41.7927,-34 28 58.602,0.286,-0.249,,50.01,,,,,,16.261,15.251,,Star,,02 38 41.7927,-34 28 58.602,0.286,-0.249,,50.01,1
True,[LHT2010] BL147,[LHT2010] BL147,02 38 44.0541,-34 30 52.046,14,14,0.0569,0.0716,90,A,O,2020yCat.1350....0G,,,,,,16.173,15.735,,ChemPec*,,02 38 44.0541,-34 30 52.046,0.353,-0.413,,52.39,,,,,16.173,15.735,,ChemPec*,,02 38 44.0541,-34 30 52.046,0.353,-0.413,,52.39,,,,,,16.173,15.735,,ChemPec*,,02 38 44.0541,-34 30 52.046,0.353,-0.413,,52.39,1
True,[LHT2010] BL158,[LHT2010] BL158,02 39 06.8643,-34 35 45.982,14,14,0.0573,0.0755,90,A,O,2020yCat.1350....0G,,,,,,16.052,15.248,15.157,Star,,02 39 06.8643,-34 35 45.982,0.437,-0.51,,41.26,,,,,16.052,15.248,15.157,Star,,02 39 06.8643,-34 35 45.982,0.437,-0.51,,41.26,,,,,,16.052,15.248,15.157,Star,,02 39 06.8643,-34 35 45.982,0.437,-0.51,,41.26,1
True,[LHT2010] BL163,[LHT2010] BL163,02 38 43.5737,-34 32 25.631,14,14,0.058,0.0738,90,A,O,2020yCat.1350....0G,,,,,,15.918,15.323,15.037,Star,,02 38 43.5737,-34 32 25.631,0.448,-0.352,0.0394,41.29,,,,,15.918,15.323,15.037,Star,,02 38 43.5737,-34 32 25.631,0.448,-0.352,0.0394,41.29,,,,,,15.918,15.323,15.037,Star,,02 38 43.5737,-34 32 25.631,0.448,-0.352,0.0394,41.29,1
True,[LHT2010] BL204,[LHT2010] BL204,02 39 16.2620,-34 32 30.101,14,14,0.0649,0.0859,90,A,O,2020yCat.1350....0G,,,18.65,,17.17,16.217,15.311,15.505,Star,,02 39 16.2620,-34 32 30.101,0.374,-0.434,,59.3,,18.65,,17.17,16.217,15.311,15.505,Star,,02 39 16.2620,-34 32 30.101,0.374,-0.434,,59.3,,,18.65,,17.17,16.217,15.311,15.505,Star,,02 39 16.2620,-34 32 30.101,0.374,-0.434,,59.3,1
True,[LHT2010] BL233,[LHT2010] BL233,02 39 53.6139,-34 37 50.154,14,14,0.0544,0.075,90,A,O,2020yCat.1350....0G,,,,,,16.085,15.263,15.202,Star,,02 39 53.6139,-34 37 50.154,0.495,-0.5,,58.91,,,,,16.085,15.263,15.202,Star,,02 39 53.6139,-34 37 50.154,0.495,-0.5,,58.91,,,,,,16.085,15.263,15.202,Star,,02 39 53.6139,-34 37 50.154,0.495,-0.5,,58.91,1
True,[LHT2010] BL261,[LHT2010] BL261,02 39 57.8196,-34 26 49.235,14,14,0.0639,0.0889,90,A,O,2020yCat.1350....0G,,,,,,16.091,15.19,15.077,Star,,02 39 57.8196,-34 26 49.235,0.408,-0.394,0.0236,71.7626,,,,,16.091,15.19,15.077,Star,,02 39 57.8196,-34 26 49.235,0.408,-0.394,0.0236,71.7626,,,,,,16.091,15.19,15.077,Star,,02 39 57.8196,-34 26 49.235,0.408,-0.394,0.0236,71.7626,1
True,[LHT2010] BL298,[LHT2010] BL298,02 40 13.5116,-34 30 02.158,14,14,0.0568,0.083,90,A,O,2020yCat.1350....0G,,19.88,,17.646,,15.887,15.19,15.172,Star,,02 40 13.5116,-34 30 02.158,0.412,-0.41,0.0916,62.09,19.88,,17.646,,15.887,15.19,15.172,Star,,02 40 13.5116,-34 30 02.158,0.412,-0.41,0.0916,62.09,,19.88,,17.646,,15.887,15.19,15.172,Star,,02 40 13.5116,-34 30 02.158,0.412,-0.41,0.0916,62.09,1
True,[LHT2010] BL311,[LHT2010] BL311,02 40 22.6661,-34 31 31.198,14,14,0.0561,0.0803,90,A,O,2020yCat.1350....0G,,,,,,15.801,15.092,15.036,Star,,02 40 22.6661,-34 31 31.198,0.436,-0.445,0.002,50.9604,,,,,15.801,15.092,15.036,Star,,02 40 22.6661,-34 31 31.198,0.436,-0.445,0.002,50.9604,,,,,,15.801,15.092,15.036,Star,,02 40 22.6661,-34 31 31.198,0.436,-0.445,0.002,50.9604,1
True,[LHT2012] MKV0397,[LHT2012] MKV0397,06 41 58.2659,-50 46 41.353,14,14,0.0808,0.0889,90,A,O,2020yCat.1350....0G,,19.595,18.507,,17.234,,,,RGB*,,06 41 58.2659,-50 46 41.353,0.617,0.218,,223.5,19.595,18.507,,17.234,,,,RGB*,,06 41 58.2659,-50 46 41.353,0.617,0.218,,223.5,,19.595,18.507,,17.234,,,,RGB*,,06 41 58.2659,-50 46 41.353,0.617,0.218,,223.5,1
True,[LHT2012] MKV0577,[LHT2012] MKV0577,06 41 45.0355,-50 52 48.961,14,14,0.114,0.1186,90,A,O,2020yCat.1350....0G,,19.906,18.938,,17.771,17.005,16.402,16.35,RGB*,,06 41 45.0355,-50 52 48.961,0.143,0.256,0.0908,216.0,19.906,18.938,,17.771,17.005,16.402,16.35,RGB*,,06 41 45.0355,-50 52 48.961,0.143,0.256,0.0908,216.0,,19.906,18.938,,17.771,17.005,16.402,16.35,RGB*,,06 41 45.0355,-50 52 48.961,0.143,0.256,0.0908,216.0,1
True,[LHT2012] MKV0598,[LHT2012] MKV0598,06 42 01.1201,-50 53 18.063,14,14,0.1283,0.137,90,A,O,2020yCat.1350....0G,,19.999,19.028,,17.871,17.077,16.484,16.379,RGB*_Candidate,,06 42 01.1201,-50 53 18.063,0.574,0.062,,221.2,19.999,19.028,,17.871,17.077,16.484,16.379,RGB*_Candidate,,06 42 01.1201,-50 53 18.063,0.574,0.062,,221.2,,19.999,19.028,,17.871,17.077,16.484,16.379,RGB*_Candidate,,06 42 01.1201,-50 53 18.063,0.574,0.062,,221.2,1
True,[LHT2012] MKV0743,[LHT2012] MKV0743,06 41 45.9211,-50 56 54.097,14,14,0.1633,0.1486,90,A,O,2020yCat.1350....0G,,20.163,19.233,,18.116,,,,RGB*,,06 41 45.9211,-50 56 54.097,0.285,0.252,0.0082,214.6,20.163,19.233,,18.116,,,,RGB*,,06 41 45.9211,-50 56 54.097,0.285,0.252,0.0082,214.6,,20.163,19.233,,18.116,,,,RGB*,,06 41 45.9211,-50 56 54.097,0.285,0.252,0.0082,214.6,1
True,[LHT2012] MKV0976,[LHT2012] MKV0976,06 40 57.6801,-51 02 40.530,14,14,0.1432,0.1515,90,A,O,2020yCat.1350....0G,,19.928,19.006,,17.883,17.138,16.581,16.511,RGB*,,06 40 57.6801,-51 02 40.530,0.362,0.024,0.1344,224.0,19.928,19.006,,17.883,17.138,16.581,16.511,RGB*,,06 40 57.6801,-51 02 40.530,0.362,0.024,0.1344,224.0,,19.928,19.006,,17.883,17.138,16.581,16.511,RGB*,,06 40 57.6801,-51 02 40.530,0.362,0.024,0.1344,224.0,1
True,[LPP2003] 169,2MASS J10124182-0145273,10 12 41.8331,-01 45 27.354,14,14,0.0898,0.0981,90,A,O,2020yCat.1350....0G,,18.8,17.298,,15.92,14.969,14.285,14.241,RGB*,,10 12 41.8331,-01 45 27.354,-0.435,-0.024,,225.6,18.8,17.298,,15.92,14.969,14.285,14.241,RGB*,,10 12 41.8331,-01 45 27.354,-0.435,-0.024,,225.6,,18.8,17.298,,15.92,14.969,14.285,14.241,RGB*,,10 12 41.8331,-01 45 27.354,-0.435,-0.024,,225.6,1
True,[LPP2003] 199,2MASS J10124160-0132514,10 12 41.6038,-01 32 51.623,14,14,0.1101,0.1635,90,A,O,2020yCat.1350....0G,,18.95,17.59,,16.32,15.23,14.631,14.259,RGB*,,10 12 41.6038,-01 32 51.623,-0.64,0.338,0.1146,239.244995,18.95,17.59,,16.32,15.23,14.631,14.259,RGB*,,10 12 41.6038,-01 32 51.623,-0.64,0.338,0.1146,239.244995,,18.95,17.59,,16.32,15.23,14.631,14.259,RGB*,,10 12 41.6038,-01 32 51.623,-0.64,0.338,0.1146,239.244995,1
True,[LPP2003] 245,2MASS J10123902-0129589,10 12 39.0350,-01 29 59.016,14,14,0.1264,0.202,90,A,O,2020yCat.1350....0G,,19.12,17.87,,16.64,15.809,15.095,14.957,RGB*,,10 12 39.0350,-01 29 59.016,-0.585,0.044,0.0863,233.7,19.12,17.87,,16.64,15.809,15.095,14.957,RGB*,,10 12 39.0350,-01 29 59.016,-0.585,0.044,0.0863,233.7,,19.12,17.87,,16.64,15.809,15.095,14.957,RGB*,,10 12 39.0350,-01 29 59.016,-0.585,0.044,0.0863,233.7,1
True,[LPP2003] 290,2MASS J10122791-0148052,10 12 27.9099,-01 48 05.216,14,14,0.1812,0.1275,90,A,O,2020yCat.1350....0G,,19.18,18.18,,17.12,16.231,15.633,15.315,RGB*,,10 12 27.9099,-01 48 05.216,-0.371,-0.06,0.1877,-694.552002,19.18,18.18,,17.12,16.231,15.633,15.315,RGB*,,10 12 27.9099,-01 48 05.216,-0.371,-0.06,0.1877,-694.552002,,19.18,18.18,,17.12,16.231,15.633,15.315,RGB*,,10 12 27.9099,-01 48 05.216,-0.371,-0.06,0.1877,-694.552002,1
True,[LPP2003] 299,2MASS J10131874-0131139,10 13 18.7542,-01 31 13.837,14,14,0.1205,0.1311,90,A,O,2020yCat.1350....0G,,19.3,18.158,,16.99,16.121,15.35,15.438,RGB*,,10 13 18.7542,-01 31 13.837,-0.265,0.013,,219.0089,19.3,18.158,,16.99,16.121,15.35,15.438,RGB*,,10 13 18.7542,-01 31 13.837,-0.265,0.013,,219.0089,,19.3,18.158,,16.99,16.121,15.35,15.438,RGB*,,10 13 18.7542,-01 31 13.837,-0.265,0.013,,219.0089,1
True,[LPP2003] 322,2MASS J10131023-0140509,10 13 10.2265,-01 40 51.137,14,14,0.1548,0.1681,90,A,O,2020yCat.1350....0G,,19.46,18.318,,17.17,16.218,15.646,15.58,RGB*,,10 13 10.2265,-01 40 51.137,-0.091,-0.078,0.1114,221.8,19.46,18.318,,17.17,16.218,15.646,15.58,RGB*,,10 13 10.2265,-01 40 51.137,-0.091,-0.078,0.1114,221.8,,19.46,18.318,,17.17,16.218,15.646,15.58,RGB*,,10 13 10.2265,-01 40 51.137,-0.091,-0.078,0.1114,221.8,1
True,[LPP2003] 342,2MASS J10130589-0144517,10 13 05.8993,-01 44 51.654,14,14,0.2327,0.3238,90,A,O,2020yCat.1350....0G,,19.51,18.45,,17.31,16.573,15.961,15.79,RGB*,,10 13 05.8993,-01 44 51.654,-0.577,0.984,0.0367,221.9,19.51,18.45,,17.31,16.573,15.961,15.79,RGB*,,10 13 05.8993,-01 44 51.654,-0.577,0.984,0.0367,221.9,,19.51,18.45,,17.31,16.573,15.961,15.79,RGB*,,10 13 05.8993,-01 44 51.654,-0.577,0.984,0.0367,221.9,1
True,[LPP2003] 343,2MASS J10124155-0131571,10 12 41.5577,-01 31 57.120,14,14,0.1945,0.29,90,A,O,2020yCat.1350....0G,,19.62,18.428,,17.32,16.77,16.035,,RGB*,,10 12 41.5577,-01 31 57.120,-0.455,0.077,,221.6,19.62,18.428,,17.32,16.77,16.035,,RGB*,,10 12 41.5577,-01 31 57.120,-0.455,0.077,,221.6,,19.62,18.428,,17.32,16.77,16.035,,RGB*,,10 12 41.5577,-01 31 57.120,-0.455,0.077,,221.6,1
True,[LPP2003] 382,2MASS J10123587-0141152,10 12 35.9049,-01 41 15.263,14,14,0.2024,0.2168,90,A,O,2020yCat.1350....0G,,19.82,18.628,,17.5,16.525,15.841,15.619,RGB*,,10 12 35.9049,-01 41 15.263,-0.142,-0.088,0.1299,219.1,19.82,18.628,,17.5,16.525,15.841,15.619,RGB*,,10 12 35.9049,-01 41 15.263,-0.142,-0.088,0.1299,219.1,,19.82,18.628,,17.5,16.525,15.841,15.619,RGB*,,10 12 35.9049,-01 41 15.263,-0.142,-0.088,0.1299,219.1,1
True,[LPP2003] 392,2MASS J10124929-0142183,10 12 49.3219,-01 42 18.043,14,14,0.2524,0.3616,90,A,O,2020yCat.1350....0G,,19.82,18.7,,17.65,17.083,16.002,16.25,RGB*,,10 12 49.3219,-01 42 18.043,-0.631,0.298,,216.0,19.82,18.7,,17.65,17.083,16.002,16.25,RGB*,,10 12 49.3219,-01 42 18.043,-0.631,0.298,,216.0,,19.82,18.7,,17.65,17.083,16.002,16.25,RGB*,,10 12 49.3219,-01 42 18.043,-0.631,0.298,,216.0,1
True,[LPP2003] 416,[BTH2011] 24,10 13 37.4143,-01 44 32.209,14,14,0.1991,0.2995,90,A,O,2020yCat.1350....0G,,19.7,18.78,,17.78,17.01,16.55,16.53,RGB*,,10 13 37.4143,-01 44 32.209,-0.489,0.285,,225.8,19.7,18.78,,17.78,17.01,16.55,16.53,RGB*,,10 13 37.4143,-01 44 32.209,-0.489,0.285,,225.8,,19.7,18.78,,17.78,17.01,16.55,16.53,RGB*,,10 13 37.4143,-01 44 32.209,-0.489,0.285,,225.8,1
True,[LPP2003] 420,2MASS J10131018-0142074,10 13 10.2008,-01 42 07.239,14,14,0.1932,0.2226,90,A,O,2020yCat.1350....0G,,19.81,18.768,,17.69,16.891,16.245,16.29,RGB*,,10 13 10.2008,-01 42 07.239,-0.537,0.422,0.0443,229.42,19.81,18.768,,17.69,16.891,16.245,16.29,RGB*,,10 13 10.2008,-01 42 07.239,-0.537,0.422,0.0443,229.42,,19.81,18.768,,17.69,16.891,16.245,16.29,RGB*,,10 13 10.2008,-01 42 07.239,-0.537,0.422,0.0443,229.42,1
True,[LPP2003] 444,[BTH2011] 28,10 12 45.4734,-01 47 56.051,14,14,0.2629,0.2885,90,A,O,2020yCat.1350....0G,,19.63,18.858,,17.98,17.34,16.83,16.96,RGB*,,10 12 45.4734,-01 47 56.051,-0.916,0.263,,229.87,19.63,18.858,,17.98,17.34,16.83,16.96,RGB*,,10 12 45.4734,-01 47 56.051,-0.916,0.263,,229.87,,19.63,18.858,,17.98,17.34,16.83,16.96,RGB*,,10 12 45.4734,-01 47 56.051,-0.916,0.263,,229.87,1
True,[LPP2003] 457,[BTH2011] 6,10 13 17.1445,-01 26 38.110,14,14,0.2131,0.2533,90,A,O,2020yCat.1350....0G,,20.01,18.94,,17.92,17.13,16.65,16.54,RGB*,,10 13 17.1445,-01 26 38.110,-0.343,-0.443,,241.4,20.01,18.94,,17.92,17.13,16.65,16.54,RGB*,,10 13 17.1445,-01 26 38.110,-0.343,-0.443,,241.4,,20.01,18.94,,17.92,17.13,16.65,16.54,RGB*,,10 13 17.1445,-01 26 38.110,-0.343,-0.443,,241.4,1
True,[LPP2003] 458,[BTH2011] 13,10 13 40.2044,-01 38 48.604,14,14,0.2232,0.2704,90,A,O,2020yCat.1350....0G,,19.86,18.95,,17.91,17.16,16.58,16.55,RGB*,,10 13 40.2044,-01 38 48.604,-0.57,0.128,0.1302,242.9,19.86,18.95,,17.91,17.16,16.58,16.55,RGB*,,10 13 40.2044,-01 38 48.604,-0.57,0.128,0.1302,242.9,,19.86,18.95,,17.91,17.16,16.58,16.55,RGB*,,10 13 40.2044,-01 38 48.604,-0.57,0.128,0.1302,242.9,1
