JINA_ID, I/O, Ref   , Reference        , Name                    , Simbad_Identifier       , NLTE, Ncap_key, C_key, MP_key, alpha_key, Loc, System, Type, RA_hms      , DEC_dms      , RA_deg  , DEC_deg , Vel   , Vel_bibcode        , U_mag, B_mag , V_mag , R_mag , I_mag , J_mag , H_mag , K_mag , Teff  , logg, Fe/H , Vmic, Added_by , epsli, epsbe, epsc, epsn, epso, epsf, epsna, epsmg, epsal, epssi, epsp, epss, epsk, epsca, epssc, epsti1, epsv, epscr, epsmn, epsfe, epsco, epsni, epscu, epszn, epsga, epsge, epsas, epsse, epsrb, epssr, epsy , epszr, epsnb, epsmo, epsru, epsrh, epspd, epsag, epscd, epssn, epste, epsba, epsla, epsce, epspr, epsnd, epssm, epseu, epsgd, epstb, epsdy, epsho, epser, epstm, epsyb, epslu, epshf, epsw, epsos, epsir, epspt, epsau, epshg, epspb, epsbi, epsth, epsu , epsca2, epsti, epsv2, epscr2, epsmn2, epsfe2, ulli, ulbe, ulc , uln , ulo , ulf, ulna, ulmg, ulal, ulsi, ulp, uls, ulk, ulca, ulsc , ulti1, ulv , ulcr, ulmn, ulfe, ulco, ulni, ulcu, ulzn, ulga, ulge, ulas, ulse, ulrb, ulsr , uly  , ulzr , ulnb, ulmo , ulru, ulrh, ulpd, ulag, ulcd, ulsn, ulte, ulba , ulla , ulce , ulpr , ulnd , ulsm , uleu , ulgd , ultb , uldy , ulho , uler , ultm , ulyb , ullu, ulhf , ulw, ulos, ulir, ulpt, ulau, ulhg, ulpb, ulbi, ulth , ulu, ulca2, ulti, ulv2, ulcr2, ulmn2, ulfe2, [Li/H], [Be/H], [C/H], [N/H], [O/H], [F/H], [Na/H], [Mg/H], [Al/H], [Si/H], [P/H], [S/H], [K/H], [Ca/H], [Sc/H], [Ti/H], [V/H], [Cr/H], [Mn/H], [Fe/H], [Co/H], [Ni/H], [Cu/H], [Zn/H], [Ga/H], [Ge/H], [As/H], [Se/H], [Rb/H], [Sr/H], [Y/H], [Zr/H], [Nb/H], [Mo/H], [Ru/H], [Rh/H], [Pd/H], [Ag/H], [Cd/H], [Sn/H], [Te/H], [Ba/H], [La/H], [Ce/H], [Pr/H], [Nd/H], [Sm/H], [Eu/H], [Gd/H], [Tb/H], [Dy/H], [Ho/H], [Er/H], [Tm/H], [Yb/H], [Lu/H], [Hf/H], [W/H], [Os/H], [Ir/H], [Pt/H], [Au/H], [Hg/H], [Pb/H], [Bi/H], [Th/H], [U/H], ul[Li/H], ul[Be/H], ul[C/H], ul[N/H], ul[O/H], ul[F/H], ul[Na/H], ul[Mg/H], ul[Al/H], ul[Si/H], ul[P/H], ul[S/H], ul[K/H], ul[Ca/H], ul[Sc/H], ul[Ti/H], ul[V/H], ul[Cr/H], ul[Mn/H], ul[Fe/H], ul[Co/H], ul[Ni/H], ul[Cu/H], ul[Zn/H], ul[Ga/H], ul[Ge/H], ul[As/H], ul[Se/H], ul[Rb/H], ul[Sr/H], ul[Y/H], ul[Zr/H], ul[Nb/H], ul[Mo/H], ul[Ru/H], ul[Rh/H], ul[Pd/H], ul[Ag/H], ul[Cd/H], ul[Sn/H], ul[Te/H], ul[Ba/H], ul[La/H], ul[Ce/H], ul[Pr/H], ul[Nd/H], ul[Sm/H], ul[Eu/H], ul[Gd/H], ul[Tb/H], ul[Dy/H], ul[Ho/H], ul[Er/H], ul[Tm/H], ul[Yb/H], ul[Lu/H], ul[Hf/H], ul[W/H], ul[Os/H], ul[Ir/H], ul[Pt/H], ul[Au/H], ul[Hg/H], ul[Pb/H], ul[Bi/H], ul[Th/H], ul[U/H], [Li/Fe], [Be/Fe], [C/Fe], [N/Fe], [O/Fe], [F/Fe], [Na/Fe], [Mg/Fe], [Al/Fe], [Si/Fe], [P/Fe], [S/Fe], [K/Fe], [Ca/Fe], [Sc/Fe], [Ti/Fe], [V/Fe], [Cr/Fe], [Mn/Fe], [Co/Fe], [Ni/Fe], [Cu/Fe], [Zn/Fe], [Ga/Fe], [Ge/Fe], [As/Fe], [Se/Fe], [Rb/Fe], [Sr/Fe], [Y/Fe], [Zr/Fe], [Nb/Fe], [Mo/Fe], [Ru/Fe], [Rh/Fe], [Pd/Fe], [Ag/Fe], [Cd/Fe], [Sn/Fe], [Te/Fe], [Ba/Fe], [La/Fe], [Ce/Fe], [Pr/Fe], [Nd/Fe], [Sm/Fe], [Eu/Fe], [Gd/Fe], [Tb/Fe], [Dy/Fe], [Ho/Fe], [Er/Fe], [Tm/Fe], [Yb/Fe], [Lu/Fe], [Hf/Fe], [W/Fe], [Os/Fe], [Ir/Fe], [Pt/Fe], [Au/Fe], [Hg/Fe], [Pb/Fe], [Bi/Fe], [Th/Fe], [U/Fe], [Fe/Fe], ul[Li/Fe], ul[Be/Fe], ul[C/Fe], ul[N/Fe], ul[O/Fe], ul[F/Fe], ul[Na/Fe], ul[Mg/Fe], ul[Al/Fe], ul[Si/Fe], ul[P/Fe], ul[S/Fe], ul[K/Fe], ul[Ca/Fe], ul[Sc/Fe], ul[Ti/Fe], ul[V/Fe], ul[Cr/Fe], ul[Mn/Fe], ul[Co/Fe], ul[Ni/Fe], ul[Cu/Fe], ul[Zn/Fe], ul[Ga/Fe], ul[Ge/Fe], ul[As/Fe], ul[Se/Fe], ul[Rb/Fe], ul[Sr/Fe], ul[Y/Fe], ul[Zr/Fe], ul[Nb/Fe], ul[Mo/Fe], ul[Ru/Fe], ul[Rh/Fe], ul[Pd/Fe], ul[Ag/Fe], ul[Cd/Fe], ul[Sn/Fe], ul[Te/Fe], ul[Ba/Fe], ul[La/Fe], ul[Ce/Fe], ul[Pr/Fe], ul[Nd/Fe], ul[Sm/Fe], ul[Eu/Fe], ul[Gd/Fe], ul[Tb/Fe], ul[Dy/Fe], ul[Ho/Fe], ul[Er/Fe], ul[Tm/Fe], ul[Yb/Fe], ul[Lu/Fe], ul[Hf/Fe], ul[W/Fe], ul[Os/Fe], ul[Ir/Fe], ul[Pt/Fe], ul[Au/Fe], ul[Hg/Fe], ul[Pb/Fe], ul[Bi/Fe], ul[Th/Fe], ul[U/Fe], ul[Fe/Fe]
   2562,   1, COH13 , Cohen+2013       , HE0017-4346             , HE 0017-4346            ,     , RS      , CE   , EMP   ,          ,    ,       , SG  , 00:20:16.200, -43:30:18.000,   5.0675, -43.505 , 58.9  , 2013ApJ...778...56C,      ,       , 15.88 ,       ,       ,       ,       ,       , 6198.0, 3.8 , -3.07, 1.2 , Abohalima,      ,      , 8.38,     ,     ,     ,  4.64,  5.39,  3.36,      ,     ,     ,     ,  3.69,      ,   2.08,     ,      ,  1.99,  4.43,  2.62,  3.1 ,      ,      ,      ,      ,      ,      ,      , 0.64 , -0.13,      ,      ,      ,      ,      ,      ,      ,      ,      ,      , 0.34 , -0.19,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,       ,  2.08,      ,       ,       ,   4.29,     ,     ,     ,     ,     ,    ,     ,     ,     ,     ,    ,    ,    ,     , 1.71 ,      ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,     ,      ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,      ,      ,      , -1.56,      ,      ,      ,      ,      ,      ,      ,     ,      ,    ,     ,     ,     ,     ,     ,     ,     ,      ,    ,      ,     ,     ,      ,      ,      ,       ,       , -0.05,      ,      ,      , -1.6  , -2.21 , -3.09 ,       ,      ,      ,      ,       ,       , -2.87 ,      ,       ,       , -3.21 , -2.37 , -3.12 ,       ,       ,       ,       ,       ,       ,       , -2.23 , -2.34,       ,       ,       ,       ,       ,       ,       ,       ,       ,       , -1.84 , -1.29 ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,      ,         ,         ,        ,        ,        ,        ,         ,         ,         ,         ,        ,        ,        ,         , -1.44   ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         , -2.08   ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,        ,        ,        , 3.02  ,       ,       ,       , 1.47   ,    0.86, -0.02  ,        ,       ,       ,       ,        ,        , 0.2    ,       ,        ,        , 0.7    , -0.05  ,        ,        ,        ,        ,        ,        ,        , 0.84   , 0.73  ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        , 1.23   , 1.78   ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,       , -0.14  ,          ,          ,         ,         ,         ,         ,          ,          ,          ,          ,         ,         ,         ,          , 1.63     ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,      0.99,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,         , 
     71,   1, BAR05 , Barklem+2005     , HE0023-4825             , HE 0023-4825            ,     ,         ,      , VMP   ,          ,    ,       , SG  , 00:25:50.328, -48:08:26.880,   6.4597, -48.1408, -21.5 , 2005A&A...439..129B,      , 14.298, 13.83 , 13.485, 13.161, 12.696, 12.393, 12.352, 5816.0, 3.63, -2.06, 1.45, Abohalima,      ,      , 6.64,     ,     ,     ,      ,  5.74,  3.4 ,      ,     ,     ,     ,  4.56, 1.14 ,   3.27,     ,  3.61,  2.88,  5.44,  2.98,  4.19,      ,      ,      ,      ,      ,      ,      , 0.89 , 0.13 ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      , 0.01 ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,       ,      ,      ,       ,       ,       ,     ,     ,     ,     ,     ,    ,     ,     ,     ,     ,    ,    ,    ,     ,      ,      ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,     ,      ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,    ,     ,     ,     ,     ,     ,     ,     ,      ,    ,      ,     ,     ,      ,      ,      ,       ,       , -1.79,      ,      ,      ,       , -1.86 , -3.05 ,       ,      ,      ,      ,       , -2.01 ,       ,      ,       ,       ,       , -2.01 , -2.03 ,       ,       ,       ,       ,       ,       ,       , -1.98 , -2.08,       ,       ,       ,       ,       ,       ,       ,       ,       ,       , -2.17 ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,      ,         ,         ,        ,        ,        ,        ,         ,         ,         ,         ,        ,        ,        ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,        ,        ,        , 0.27  ,       ,       ,       ,        ,    0.2 , -0.99  ,        ,       ,       ,       ,        , 0.05   ,        ,       ,        ,        , 0.05   , 0.03   ,        ,        ,        ,        ,        ,        ,        , 0.08   , -0.02 ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        , -0.11  ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,          ,          ,         ,         ,         ,         ,          ,          ,          ,          ,         ,         ,         ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,         , 
   1888,   1, CAY04 , Cayrel+2004      , HD 2796                 , HD   2796               ,     , RL      ,      , VMP   ,          , HA ,       , RG  , 00:31:16.920, -16:47:40.920,   7.8205, -16.7947, -61.15, 2008A&A...480...91S,  9.58,  9.28 ,  8.5  ,  8.14 ,  8.67 ,  6.853,  6.391,  6.256, 4950.0, 1.5 , -2.4 , 2.1 , Yelland  ,      ,      , 5.55,     , 6.8 ,     ,  4.2 ,  5.36,  3.35,  5.48,     ,     , 3.25,  4.22, 0.79 ,   2.75,     ,  2.95,  2.54,  5.05,  2.59,  3.7 ,      ,  2.37,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,       ,  2.79,      ,       ,       ,   5.02,     ,     ,     ,     ,     ,    ,     ,     ,     ,     ,    ,    ,    ,     ,      ,      ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,     ,      ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,    ,     ,     ,     ,     ,     ,     ,     ,      ,    ,      ,     ,     ,      ,      ,      ,       ,       , -2.88,      , -1.89,      , -2.04 , -2.24 , -3.1  , -2.03 ,      ,      , -1.78,       , -2.36 , -2.16 ,      ,       ,       , -2.48 , -2.4  , -2.52 ,       , -2.19 ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,      ,         ,         ,        ,        ,        ,        ,         ,         ,         ,         ,        ,        ,        ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,        ,        ,        , -0.43 ,       ,   0.56,       , 0.41   ,    0.21, -0.65  , 0.42   ,       ,       ,   0.67,        , 0.09   , 0.29   ,       ,        ,        , 0.05   , -0.07  ,        , 0.26   ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,       , -0.03  ,          ,          ,         ,         ,         ,         ,          ,          ,          ,          ,         ,         ,         ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,         , 
   2591,   1, COH13 , Cohen+2013       , HE0105-2202             , UCAC4 342-001270        ,     , R2      ,      , VMP   , alpha    ,    ,       , MS  , 01:07:31.224, -21:46:06.600,  16.8801, -21.7685, -77.3 , 2013ApJ...778...56C,      ,       , 15.76 ,       ,       , 14.78 , 14.413, 14.436, 6330.0, 4.4 , -2.55, 1.6 , Abohalima,      ,      ,     ,     ,     ,     ,      ,  5.45,  3.6 ,  5.11,     ,     ,     ,  4.01, 0.82 ,   3.21,     ,  2.83,  2.13,  4.95,  2.86,  3.48,      ,      ,      ,      ,      ,      ,      , 0.04 ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      , -0.93,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,       ,  2.78,      ,       ,       ,   4.97,     ,     ,     ,     ,     ,    ,     ,     ,     ,     ,    ,    ,    ,     ,      ,      ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,     ,      ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,      ,      ,      , -0.38,      ,      ,      ,      ,      ,      ,      ,     ,      ,    ,     ,     ,     ,     ,     ,     ,     ,      ,    ,      ,     ,     ,      ,      ,      ,       ,       ,      ,      ,      ,      ,       , -2.15 , -2.85 , -2.4  ,      ,      ,      ,       , -2.33 , -2.17 ,      ,       ,       , -2.53 , -2.13 , -2.74 ,       ,       ,       ,       ,       ,       ,       , -2.83 ,      ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       , -3.11 ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,      ,         ,         ,        ,        ,        ,        ,         ,         ,         ,         ,        ,        ,        ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         , -0.9    ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,        ,        ,        ,       ,       ,       ,       ,        ,    0.4 , -0.3   , 0.15   ,       ,       ,       ,        , 0.22   , 0.38   ,       ,        ,        , 0.42   , -0.19  ,        ,        ,        ,        ,        ,        ,        , -0.28  ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        , -0.56  ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,       , 0.02   ,          ,          ,         ,         ,         ,         ,          ,          ,          ,          ,         ,         ,         ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,      1.65,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,         , 
   1514,   1, RUC11 , Ruchti+2011      , CD-49506                , CD-49   506             ,     ,         ,      , VMP   ,          ,    ,       , RG  , 01:49:07.944, -49:11:43.080,  27.2831, -49.1953, 92.9  , 2013AJ....146..134K,      , 11.944, 11.172,       ,       ,  9.525,  9.097,  8.96 , 4936.0, 1.73, -2.65, 1.8 , Abohalima,      ,      ,     ,     ,     ,     ,      ,  5.32,      ,  5.21,     ,     ,     ,  4.04,      ,   2.56,     ,      ,      ,  4.85,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,       ,  2.66,      ,       ,       ,       ,     ,     ,     ,     ,     ,    ,     ,     ,     ,     ,    ,    ,    ,     ,      ,      ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,     ,      ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,    ,     ,     ,     ,     ,     ,     ,     ,      ,    ,      ,     ,     ,      ,      ,      ,       ,       ,      ,      ,      ,      ,       , -2.28 ,       , -2.3  ,      ,      ,      ,       ,       , -2.29 ,      ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,      ,         ,         ,        ,        ,        ,        ,         ,         ,         ,         ,        ,        ,        ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,        ,        ,        ,       ,       ,       ,       ,        ,    0.37,        , 0.35   ,       ,       ,       ,        ,        , 0.36   ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,          ,          ,         ,         ,         ,         ,          ,          ,          ,          ,         ,         ,         ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,         , 
   6063,   1, HOL20 , Holmbeck+2020    , J02215557-5410143       , CD-54   503             ,     , R2      ,      , VMP   ,          ,    ,       ,     , 02:21:55.584, -54:10:14.520,  35.4816, -54.1707,       ,                    ,      , 10.88 , 10.47 ,       ,       ,  9.424,  9.109,  9.058, 5842.0, 3.53, -2.09, 1.54, Mardini  ,      ,      , 6.34,     ,     ,     ,      ,      ,      ,      ,     ,     ,     ,      ,      ,       ,     ,      ,      ,  5.41,      ,      ,      ,      ,      ,      ,      ,      ,      , 1    ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      , 0.51 ,      ,      ,      ,      ,      , -0.77,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,       ,      ,      ,       ,       ,       ,     ,     ,     ,     ,     ,    ,     ,     ,     ,     ,    ,    ,    ,     ,      ,      ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,     ,      ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,    ,     ,     ,     ,     ,     ,     ,     ,      ,    ,      ,     ,     ,      ,      ,      ,       ,       , -2.09,      ,      ,      ,       ,       ,       ,       ,      ,      ,      ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       , -1.87 ,      ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       , -1.67 ,       ,       ,       ,       ,       , -1.29 ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,      ,         ,         ,        ,        ,        ,        ,         ,         ,         ,         ,        ,        ,        ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,        ,        ,        , 0.0   ,       ,       ,       ,        ,        ,        ,        ,       ,       ,       ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        , 0.22   ,       ,        ,        ,        ,        ,        ,        ,        ,        ,        ,        , 0.42   ,        ,        ,        ,        ,        , 0.8    ,        ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,          ,          ,         ,         ,         ,         ,          ,          ,          ,          ,         ,         ,         ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,         , 
    239,   1, LAI08 , Lai+2008         , CS 31078-018            , BPS CS 31079-0028       ,     , R2      ,      , VMP   ,          ,    ,       ,     , 03:01:00.696, +06:16:31.800,  45.2529, 6.2755  , 81.74 ,                    ,      , 13.9  , 13.211, 12.713, 12.19 , 11.496, 11.071, 10.999, 5257.0, 2.75, -2.85, 1.5 , Yelland  ,      ,      , 6.05, 4.7 , 6.8 ,     ,      ,  5.16,  2.9 ,      ,     ,     ,     ,  3.93, 0.43 ,   2.56, 1.29,  2.65,  2.56,  4.66,  2.42,  3.5 ,  0.35,  2.17,      ,      ,      ,      ,      , 0.37 , -0.36, 0.39 ,      ,      ,      ,      ,      ,      ,      ,      ,      , 0.01 , -0.93,      ,      ,      ,      , -1.1 ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,       ,      ,      ,       ,       ,       ,     ,     ,     ,     ,     ,    ,     ,     ,     ,     ,    ,    ,    ,     ,      ,      ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,     ,      ,     ,     ,     ,     ,     ,     ,     ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,      ,     ,      ,    ,     ,     ,     ,     ,     ,     ,     ,      ,    ,      ,     ,     ,      ,      ,      ,       ,       , -2.38, -3.13, -1.89,      ,       , -2.44 , -3.55 ,       ,      ,      ,      ,       , -2.72 ,       ,      ,       ,       ,       , -2.57 , -2.72 , -3.84 , -2.39 ,       ,       ,       ,       ,       , -2.5  , -2.57, -2.19 ,       ,       ,       ,       ,       ,       ,       ,       ,       , -2.17 , -2.03 ,       ,       ,       ,       , -1.62 ,       ,       ,       ,       ,       ,       ,       ,       ,       ,      ,       ,       ,       ,       ,       ,       ,       ,       ,      ,         ,         ,        ,        ,        ,        ,         ,         ,         ,         ,        ,        ,        ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,         ,        ,         ,         ,         ,         ,         ,         ,         ,         ,        ,        ,        , 0.46  , -0.29 ,   0.95,       ,        ,    0.4 , -0.71  ,        ,       ,       ,       ,        , 0.12   ,        ,       ,        ,        , 0.27   , 0.12   , -1.0   , 0.45   ,        ,        ,        ,        ,        , 0.34   , 0.27  , 0.65   ,        ,        ,        ,        ,        ,        ,        ,        ,        , 0.67   , 0.81   ,        ,        ,        ,        , 1.22   ,        ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,        ,        ,        ,        ,        ,        ,        ,       ,        ,          ,          ,         ,         ,         ,         ,          ,          ,          ,          ,         ,         ,         ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,         ,          ,          ,          ,          ,          ,          ,          ,          ,         , 
