Name,Simbad_Identifier,System,RA_hms,DEC_dms,rmag,rMag,Vmag,Teff,e_Teff,logg,e_logg,Vmic,e_Vmic,Fe/H,e_Fe/H
LeoIV-S1,SDSSJ113255.99-003027.8,Leo IV,11:32:56.00,-00:30:27.82,18.76,-2.18,19.2,4330,150,1.0,0.5,3.2,0.3,-2.9,0.3
