Name,Simbad_Identifier,Loc,System,RA_hms,DEC_dms,RA_deg,DEC_deg,Teff,e_Teff,logg,e_logg,M/H,e_M/H,Vmic,e_Vmic
BD +17 3248,BD+17  3248,,,17:28:14.4690,+17:30:35.848,262.06028757481,17.509957659659996,5200,150,1.80,0.3,-2.0,0.2,1.9,0.2
