Name,Ion,lambda,l_logepsX,logepsX,e_logepsX
CS 22881-036,Zr II,4208.98,,1.28,0.19
CS 22881-036,Nb II,3818.86,<,1.47,
CS 22881-036,Mo I,3864.1,<,1.14,
CS 22881-036,Ba II,4554.03,,1.83,0.2
CS 22881-036,Ba II,5853.69,,1.8,0.18
CS 22881-036,Ba II,6141.73,,1.89,0.26
CS 22881-036,Ba II,6496.91,,1.9,0.24
CS 22881-036,La II,3988.51,,0.42,0.16
CS 22881-036,La II,3995.74,,0.37,0.15
CS 22881-036,La II,4086.71,,0.36,0.15
CS 22881-036,Ce II,3999.24,,1.1,0.16
CS 22881-036,Ce II,4073.47,,1.03,0.15
CS 22881-036,Ce II,4083.22,,0.97,0.16
CS 22881-036,Ce II,4418.78,,1.21,0.16
CS 22881-036,Ce II,4562.36,,1.02,0.14
CS 22881-036,Pr II,4143.13,,-0.09,0.28
CS 22881-036,Pr II,4179.4,,0.02,0.25
CS 22881-036,Nd II,4109.45,,0.7,0.16
CS 22881-036,Nd II,4446.38,,0.78,0.16
CS 22881-036,Nd II,4462.98,,0.92,0.14
CS 22881-036,Sm II,4424.34,,0.07,0.18
CS 22881-036,Sm II,4467.34,,0.19,0.18
CS 22881-036,Eu II,3819.67,,-1.17,0.21
CS 22881-036,Eu II,4129.72,,-1.36,0.19
CS 22881-036,Gd II,4251.73,<,0.35,
CS 22881-036,Dy II,3944.68,,0.01,0.28
CS 22881-036,Er II,3830.48,,0.04,0.18
CS 22881-036,Er II,3896.23,,-0.11,0.24
CS 22881-036,Tm II,3996.51,<,0.45,
CS 22881-036,Yb II,3694.2,,-0.06,0.26
CS 22881-036,Hf II,4093.15,<,0.7,
CS 22881-036,Ir I,3800.12,<,1.68,
CS 22881-036,Pb I,4057.81,,2.21,0.21
CS 22881-039,Li I,6707.8,<,2.39,
CS 22881-039,Mg I,4057.51,,5.41,0.2
CS 22881-039,Mg I,4167.27,,5.13,0.19
CS 22881-039,Mg I,4702.99,,5.12,0.18
CS 22881-039,Mg I,5528.4,,5.27,0.18
CS 22881-039,Al I,3943.99,,3.18,0.23
CS 22881-039,Al I,3961.52,,3.05,0.26
CS 22881-039,Si I,3905.52,,4.72,0.39
CS 22881-039,Ca I,4283.01,,3.95,0.2
CS 22881-039,Ca I,4318.65,,3.9,0.2
CS 22881-039,Ca I,4425.44,,3.69,0.21
CS 22881-039,Ca I,4434.96,,3.92,0.21
CS 22881-039,Ca I,4454.78,,4.02,0.2
CS 22881-039,Ca I,4455.89,,3.87,0.24
CS 22881-039,Ca I,5588.76,,3.9,0.21
CS 22881-039,Ca I,6122.22,,3.8,0.21
CS 22881-039,Ca I,6162.17,,3.95,0.2
CS 22881-039,Ca I,6439.07,,3.95,0.2
CS 22881-039,Sc II,4246.84,,0.5,0.24
CS 22881-039,Sc II,4400.4,,0.7,0.16
CS 22881-039,Sc II,4415.56,,0.74,0.15
CS 22881-039,Ti II,4028.34,,2.54,0.17
CS 22881-039,Ti II,4394.06,,2.5,0.16
CS 22881-039,Ti II,4395.03,,2.46,0.27
CS 22881-039,Ti II,4395.84,,2.55,0.16
CS 22881-039,Ti II,4399.77,,2.52,0.16
CS 22881-039,Ti II,4417.71,,2.46,0.15
CS 22881-039,Ti II,4418.33,,2.31,0.18
CS 22881-039,Ti II,4443.8,,2.44,0.2
CS 22881-039,Ti II,4444.55,,2.68,0.16
CS 22881-039,Ti II,4450.48,,2.49,0.15
CS 22881-039,Ti II,4464.45,,2.45,0.15
CS 22881-039,Ti II,4501.27,,2.51,0.19
CS 22881-039,Ti II,4571.97,,2.48,0.19
CS 22881-039,Ti II,5185.9,,2.68,0.19
CS 22881-039,Ti II,5188.69,,2.49,0.18
CS 22881-039,Ti II,5226.54,,2.72,0.16
CS 22881-039,V II,3951.96,<,1.81,
CS 22881-039,V II,4005.71,<,1.83,
CS 22881-039,Cr I,4274.8,,2.58,0.22
CS 22881-039,Cr I,4289.72,,2.86,0.21
CS 22881-039,Cr I,5206.04,,2.87,0.22
CS 22881-039,Mn I,4030.75,,2.44,0.28
CS 22881-039,Mn I,4034.48,,2.38,0.24
CS 22881-039,Fe I,3787.88,,4.6,0.3
CS 22881-039,Fe I,3827.82,,4.76,0.38
CS 22881-039,Fe I,3849.97,,4.69,0.31
CS 22881-039,Fe I,3895.66,,4.71,0.32
CS 22881-039,Fe I,3899.71,,4.74,0.35
CS 22881-039,Fe I,3902.95,,4.63,0.27
CS 22881-039,Fe I,3920.26,,4.65,0.29
CS 22881-039,Fe I,4005.24,,4.69,0.24
CS 22881-039,Fe I,4063.59,,4.75,0.36
CS 22881-039,Fe I,4071.74,,4.74,0.35
CS 22881-039,Fe I,4132.06,,4.73,0.22
CS 22881-039,Fe I,4134.68,,4.66,0.19
CS 22881-039,Fe I,4156.8,,4.81,0.19
CS 22881-039,Fe I,4157.78,,4.66,0.21
CS 22881-039,Fe I,4181.76,,4.74,0.17
CS 22881-039,Fe I,4187.04,,4.74,0.17
CS 22881-039,Fe I,4187.8,,4.65,0.17
CS 22881-039,Fe I,4191.43,,4.79,0.17
CS 22881-039,Fe I,4199.1,,4.78,0.17
CS 22881-039,Fe I,4202.03,,4.76,0.24
CS 22881-039,Fe I,4216.18,,4.81,0.18
CS 22881-039,Fe I,4222.21,,4.7,0.18
CS 22881-039,Fe I,4227.43,,4.61,0.17
CS 22881-039,Fe I,4233.6,,4.61,0.17
CS 22881-039,Fe I,4238.81,,4.69,0.19
CS 22881-039,Fe I,4250.12,,4.73,0.17
CS 22881-039,Fe I,4250.79,,4.72,0.21
CS 22881-039,Fe I,4260.47,,4.66,0.2
CS 22881-039,Fe I,4271.15,,4.67,0.17
CS 22881-039,Fe I,4325.76,,4.75,0.34
CS 22881-039,Fe I,4375.93,,4.73,0.17
CS 22881-039,Fe I,4415.12,,4.74,0.22
CS 22881-039,Fe I,4427.31,,4.67,0.17
CS 22881-039,Fe I,4447.72,,4.65,0.18
CS 22881-039,Fe I,4466.55,,4.76,0.17
CS 22881-039,Fe I,4531.15,,4.81,0.18
CS 22881-039,Fe I,4891.49,,4.67,0.17
CS 22881-039,Fe I,4918.99,,4.75,0.18
CS 22881-039,Fe I,4920.5,,4.67,0.17
CS 22881-039,Fe I,5232.94,,4.7,0.17
CS 22881-039,Fe I,5266.56,,4.73,0.17
CS 22881-039,Fe I,5283.62,,4.64,0.19
CS 22881-039,Fe I,5371.49,,4.67,0.17
CS 22881-039,Fe I,5397.13,,4.69,0.17
CS 22881-039,Fe I,5405.77,,4.69,0.17
CS 22881-039,Fe I,5415.2,,4.74,0.18
CS 22881-039,Fe I,5429.7,,4.74,0.17
CS 22881-039,Fe I,5586.76,,4.71,0.18
CS 22881-039,Fe II,4178.86,,4.68,0.16
CS 22881-039,Fe II,4233.17,,4.77,0.15
CS 22881-039,Fe II,4515.34,,4.71,0.16
CS 22881-039,Fe II,4522.63,,4.82,0.15
CS 22881-039,Fe II,4583.84,,4.72,0.15
CS 22881-039,Fe II,5197.58,,4.72,0.16
CS 22881-039,Fe II,5276.0,,4.55,0.16
CS 22881-039,Co I,3845.47,,2.55,0.22
CS 22881-039,Co I,3894.08,,2.46,0.22
CS 22881-039,Co I,4121.32,,2.43,0.22
CS 22881-039,Ni I,5476.91,,3.51,0.21
CS 22881-039,Zn I,4722.16,<,3.19,
CS 22881-039,Zn I,4810.54,<,2.84,
CS 22881-039,Sr II,4077.71,,0.19,0.35
CS 22881-039,Sr II,4215.52,,0.03,0.31
CS 22881-039,Y II,3774.33,,-0.72,0.23
CS 22881-039,Zr II,4149.2,<,0.27,
CS 22881-039,Nb II,3818.86,<,1.45,
CS 22881-039,Mo I,3864.1,<,1.9,
CS 22881-039,Tc I,4262.27,<,1.73,
CS 22881-039,Ba II,4554.03,,-1.21,0.23
CS 22881-039,Ce II,3999.24,<,0.36,
CS 22881-039,Ce II,4073.47,<,0.48,
CS 22881-039,Ce II,4083.22,<,0.08,
CS 22881-039,Ce II,4418.78,<,0.05,
CS 22881-039,Ce II,4562.36,<,0.21,
CS 22881-039,Pr II,4062.8,<,0.13,
CS 22881-039,Pr II,4143.13,<,-0.28,
CS 22881-039,Pr II,4179.4,<,-0.34,
CS 22881-039,Pr II,4222.95,<,0.06,
CS 22881-039,Pr II,4408.81,<,0.06,
CS 22881-039,Nd II,4109.45,<,-0.08,
CS 22881-039,Nd II,4446.38,<,0.45,
CS 22881-039,Nd II,4462.98,<,0.29,
CS 22881-039,Nd II,4825.48,<,0.61,
CS 22881-039,Sm II,4424.34,<,-0.14,
CS 22881-039,Sm II,4467.34,<,0.13,
CS 22881-039,Eu II,3819.67,<,-1.16,
CS 22881-039,Eu II,3907.11,<,-0.74,
CS 22881-039,Eu II,4129.72,<,-1.2,
CS 22881-039,Eu II,4205.04,<,-1.28,
CS 22881-039,Gd II,4049.85,<,0.26,
CS 22881-039,Gd II,4130.37,<,0.14,
CS 22881-039,Gd II,4251.73,<,0.41,
CS 22881-039,Tb II,3848.73,<,-0.29,
CS 22881-039,Tb II,3874.17,<,-0.19,
CS 22881-039,Tb II,4002.57,<,0.35,
CS 22881-039,Tb II,4752.53,<,0.43,
CS 22881-039,Dy II,3944.68,<,-0.31,
CS 22881-039,Dy II,4449.7,<,0.47,
CS 22881-039,Er II,3729.52,<,0.8,
CS 22881-039,Er II,3830.48,<,-0.07,
CS 22881-039,Er II,3896.23,<,-0.15,
CS 22881-039,Tm II,3848.02,<,-0.65,
CS 22881-039,Tm II,3996.51,<,0.27,
CS 22881-039,Hf II,4093.15,<,0.45,
CS 22881-039,Pb I,4057.81,<,2.16,
CS 22881-039,Th II,4019.13,<,-0.42,
CS 22881-039,Th II,4094.75,<,0.24,
CS 22881-070,Li I,6707.8,,1.98,0.2
CS 22881-070,O I,7771.94,<,6.26,
CS 22881-070,O I,7774.17,<,6.49,
CS 22881-070,O I,7775.39,<,6.7,
CS 22881-070,Mg I,4057.51,,4.96,0.24
CS 22881-070,Mg I,4167.27,,4.83,0.22
CS 22881-070,Mg I,4702.99,,4.81,0.21
CS 22881-070,Mg I,5172.68,,4.86,0.4
CS 22881-070,Mg I,5183.6,,4.8,0.4
CS 22881-070,Mg I,5528.4,,4.9,0.21
CS 22881-070,Al I,3943.99,,2.62,0.25
CS 22881-070,Al I,3961.52,,2.66,0.28
CS 22881-070,Si I,3905.52,,4.87,0.45
CS 22881-070,Ca I,4226.73,,3.84,0.42
CS 22881-070,Ca I,4283.01,,3.85,0.23
CS 22881-070,Ca I,4318.65,,3.78,0.23
CS 22881-070,Ca I,4425.44,,3.79,0.23
CS 22881-070,Ca I,4434.96,,3.79,0.23
CS 22881-070,Ca I,4435.69,,3.85,0.24
CS 22881-070,Ca I,4454.78,,3.85,0.23
CS 22881-070,Ca I,4455.89,,3.83,0.24
CS 22881-070,Ca I,6122.22,,3.85,0.23
CS 22881-070,Ca I,6162.17,,3.84,0.23
CS 22881-070,Ca I,6439.07,,3.74,0.23
CS 22881-070,Sc II,3576.34,,0.26,0.23
CS 22881-070,Sc II,4246.84,,0.35,0.18
CS 22881-070,Sc II,4400.4,,0.46,0.16
CS 22881-070,Sc II,4415.56,,0.39,0.18
CS 22881-070,Ti I,3989.76,,2.49,0.22
CS 22881-070,Ti I,3998.64,,2.44,0.23
CS 22881-070,Ti I,4533.24,,2.29,0.22
CS 22881-070,Ti I,4534.78,,2.44,0.23
CS 22881-070,Ti II,3383.76,,2.75,0.24
CS 22881-070,Ti II,3387.83,,2.76,0.32
CS 22881-070,Ti II,3394.57,,2.73,0.32
CS 22881-070,Ti II,3477.18,,2.5,0.31
CS 22881-070,Ti II,3491.05,,2.52,0.3
CS 22881-070,Ti II,3759.29,,2.58,0.27
CS 22881-070,Ti II,3761.32,,2.62,0.29
CS 22881-070,Ti II,3913.46,,2.53,0.26
CS 22881-070,Ti II,4028.34,,2.44,0.2
CS 22881-070,Ti II,4394.06,,2.54,0.18
CS 22881-070,Ti II,4395.03,,2.48,0.2
CS 22881-070,Ti II,4399.77,,2.42,0.17
CS 22881-070,Ti II,4417.71,,2.48,0.16
CS 22881-070,Ti II,4443.8,,2.46,0.18
CS 22881-070,Ti II,4450.48,,2.38,0.16
CS 22881-070,Ti II,4501.27,,2.36,0.16
CS 22881-070,Ti II,4533.96,,2.33,0.18
CS 22881-070,Ti II,4571.97,,2.47,0.18
CS 22881-070,Ti II,5188.69,,2.49,0.17
CS 22881-070,V II,3951.96,<,1.91,
CS 22881-070,V II,4005.71,<,1.73,
CS 22881-070,Cr I,3578.68,,2.45,0.4
CS 22881-070,Cr I,4274.8,,2.47,0.24
CS 22881-070,Cr I,4289.72,,2.48,0.22
CS 22881-070,Cr I,5206.04,,2.51,0.22
CS 22881-070,Cr II,3408.74,,3.01,0.32
CS 22881-070,Cr II,4558.59,,3.25,0.17
CS 22881-070,Mn I,4030.75,,2.07,0.33
CS 22881-070,Mn I,4033.06,,2.13,0.27
CS 22881-070,Mn I,4034.48,,2.1,0.26
CS 22881-070,Mn I,4041.35,,2.37,0.27
CS 22881-070,Mn II,3460.32,,2.27,0.24
CS 22881-070,Mn II,3488.68,,2.33,0.22
CS 22881-070,Fe I,3490.57,,4.5,0.42
CS 22881-070,Fe I,3497.84,,4.41,0.38
CS 22881-070,Fe I,3565.38,,4.57,0.41
CS 22881-070,Fe I,3608.86,,4.5,0.41
CS 22881-070,Fe I,3758.23,,4.52,0.4
CS 22881-070,Fe I,3763.79,,4.42,0.4
CS 22881-070,Fe I,3787.88,,4.47,0.36
CS 22881-070,Fe I,3805.34,,4.47,0.22
CS 22881-070,Fe I,3815.84,,4.48,0.4
CS 22881-070,Fe I,3820.43,,4.53,0.38
CS 22881-070,Fe I,3825.88,,4.54,0.39
CS 22881-070,Fe I,3827.82,,4.45,0.39
CS 22881-070,Fe I,3840.44,,4.41,0.39
CS 22881-070,Fe I,3841.05,,4.39,0.38
CS 22881-070,Fe I,3849.97,,4.52,0.36
CS 22881-070,Fe I,3865.52,,4.66,0.37
CS 22881-070,Fe I,3878.02,,4.67,0.38
CS 22881-070,Fe I,3895.66,,4.68,0.38
CS 22881-070,Fe I,3899.71,,4.66,0.39
CS 22881-070,Fe I,3902.95,,4.56,0.35
CS 22881-070,Fe I,3920.26,,4.64,0.37
CS 22881-070,Fe I,4005.24,,4.53,0.31
CS 22881-070,Fe I,4045.81,,4.62,0.39
CS 22881-070,Fe I,4071.74,,4.54,0.38
CS 22881-070,Fe I,4132.06,,4.57,0.28
CS 22881-070,Fe I,4134.68,,4.59,0.21
CS 22881-070,Fe I,4143.87,,4.51,0.31
CS 22881-070,Fe I,4157.78,,4.57,0.24
CS 22881-070,Fe I,4181.76,,4.6,0.2
CS 22881-070,Fe I,4187.04,,4.51,0.2
CS 22881-070,Fe I,4187.8,,4.5,0.2
CS 22881-070,Fe I,4191.43,,4.62,0.2
CS 22881-070,Fe I,4199.1,,4.51,0.21
CS 22881-070,Fe I,4202.03,,4.57,0.3
CS 22881-070,Fe I,4216.18,,4.52,0.22
CS 22881-070,Fe I,4222.21,,4.5,0.21
CS 22881-070,Fe I,4227.43,,4.59,0.2
CS 22881-070,Fe I,4233.6,,4.51,0.2
CS 22881-070,Fe I,4238.81,,4.4,0.23
CS 22881-070,Fe I,4250.12,,4.47,0.2
CS 22881-070,Fe I,4250.79,,4.56,0.28
CS 22881-070,Fe I,4260.47,,4.5,0.27
CS 22881-070,Fe I,4271.15,,4.49,0.21
CS 22881-070,Fe I,4271.76,,4.69,0.38
CS 22881-070,Fe I,4282.4,,4.44,0.2
CS 22881-070,Fe I,4325.76,,4.59,0.38
CS 22881-070,Fe I,4375.93,,4.43,0.2
CS 22881-070,Fe I,4404.75,,4.67,0.37
CS 22881-070,Fe I,4415.12,,4.59,0.28
CS 22881-070,Fe I,4427.31,,4.45,0.2
CS 22881-070,Fe I,4442.34,,4.55,0.21
CS 22881-070,Fe I,4443.19,,4.58,0.23
CS 22881-070,Fe I,4447.72,,4.67,0.21
CS 22881-070,Fe I,4461.65,,4.51,0.21
CS 22881-070,Fe I,4466.55,,4.51,0.21
CS 22881-070,Fe I,4494.56,,4.54,0.2
CS 22881-070,Fe I,4531.15,,4.49,0.22
CS 22881-070,Fe I,4602.94,,4.57,0.22
CS 22881-070,Fe I,4736.77,,4.67,0.22
CS 22881-070,Fe I,4872.14,,4.45,0.22
CS 22881-070,Fe I,4891.49,,4.57,0.21
CS 22881-070,Fe I,4918.99,,4.47,0.21
CS 22881-070,Fe I,4920.5,,4.53,0.21
CS 22881-070,Fe I,5192.34,,4.65,0.2
CS 22881-070,Fe I,5232.94,,4.43,0.2
CS 22881-070,Fe I,5371.49,,4.55,0.21
CS 22881-070,Fe I,5397.13,,4.7,0.2
CS 22881-070,Fe I,5405.77,,4.65,0.2
CS 22881-070,Fe I,5429.7,,4.43,0.2
CS 22881-070,Fe I,5434.52,,4.61,0.2
CS 22881-070,Fe I,6136.61,,4.59,0.23
CS 22881-070,Fe II,4178.86,,4.59,0.17
CS 22881-070,Fe II,4233.17,,4.76,0.14
CS 22881-070,Fe II,4515.34,,4.9,0.16
CS 22881-070,Fe II,4522.63,,4.69,0.15
CS 22881-070,Fe II,4555.89,,4.81,0.15
CS 22881-070,Fe II,4583.84,,4.77,0.14
CS 22881-070,Fe II,5276.0,,4.87,0.15
CS 22881-070,Co I,3502.28,,2.25,0.31
CS 22881-070,Co I,3845.47,,2.07,0.26
CS 22881-070,Co I,4121.32,,1.99,0.26
CS 22881-070,Ni I,3437.28,,3.38,0.39
CS 22881-070,Ni I,3452.89,,3.33,0.4
CS 22881-070,Ni I,3472.54,,3.13,0.39
CS 22881-070,Ni I,3492.96,,3.32,0.44
CS 22881-070,Ni I,3500.85,,3.28,0.32
CS 22881-070,Ni I,3519.77,,3.27,0.28
CS 22881-070,Ni I,3524.54,,3.46,0.45
CS 22881-070,Ni I,3597.7,,3.15,0.3
CS 22881-070,Ni I,3783.53,,3.3,0.26
CS 22881-070,Ni I,3807.14,,3.21,0.26
CS 22881-070,Ni I,5476.91,,3.44,0.24
CS 22881-070,Zn I,4722.16,<,2.57,
CS 22881-070,Zn I,4810.54,<,2.32,
CS 22881-070,Rb I,7800.28,<,2.92,
CS 22881-070,Sr II,4077.71,,-0.11,0.28
CS 22881-070,Sr II,4215.52,,-0.08,0.24
CS 22881-070,Y II,3774.33,,-0.89,0.24
CS 22881-070,Nb II,3818.86,<,1.36,
CS 22881-070,Mo I,3864.1,<,1.19,
CS 22881-070,Tc I,4262.27,<,1.46,
CS 22881-070,Ba II,4554.03,,-1.25,0.17
CS 22881-070,Ce II,3999.24,<,0.45,
CS 22881-070,Ce II,4073.47,<,0.47,
CS 22881-070,Ce II,4083.22,<,0.27,
CS 22881-070,Ce II,4418.78,<,-0.04,
CS 22881-070,Ce II,4562.36,<,0.37,
CS 22881-070,Pr II,4062.8,<,0.03,
CS 22881-070,Pr II,4143.13,<,-0.12,
CS 22881-070,Pr II,4179.4,<,-0.27,
CS 22881-070,Pr II,4222.95,<,-0.04,
CS 22881-070,Nd II,4109.45,<,-0.16,
CS 22881-070,Nd II,4446.38,<,0.68,
CS 22881-070,Nd II,4462.98,<,0.24,
CS 22881-070,Nd II,4706.54,<,0.64,
CS 22881-070,Nd II,4825.48,<,0.52,
CS 22881-070,Sm II,4424.34,<,-0.05,
CS 22881-070,Sm II,4467.34,<,-0.08,
CS 22881-070,Eu II,3819.67,<,-1.32,
CS 22881-070,Eu II,3907.11,<,-0.8,
CS 22881-070,Eu II,4129.72,<,-1.21,
CS 22881-070,Eu II,4205.04,<,-1.38,
CS 22881-070,Gd II,4049.85,<,0.16,
CS 22881-070,Gd II,4130.37,<,0.28,
CS 22881-070,Gd II,4251.73,<,0.53,
CS 22881-070,Tb II,3848.73,<,-0.18,
CS 22881-070,Tb II,3874.17,<,-0.26,
CS 22881-070,Tb II,4002.57,<,0.68,
CS 22881-070,Dy II,3757.37,<,0.16,
CS 22881-070,Dy II,3944.68,<,-0.3,
CS 22881-070,Dy II,4449.7,<,0.61,
CS 22881-070,Ho II,3810.71,<,-0.52,
CS 22881-070,Er II,3729.52,<,0.44,
CS 22881-070,Er II,3830.48,<,-0.14,
CS 22881-070,Er II,3896.23,<,-0.2,
CS 22881-070,Tm II,3848.02,<,-0.49,
CS 22881-070,Tm II,3996.51,<,0.45,
CS 22881-070,Yb II,3694.2,<,-1.32,
CS 22881-070,Hf II,3918.09,<,0.65,
CS 22881-070,Hf II,4093.15,<,0.73,
CS 22881-070,Pb I,4057.81,<,1.57,
CS 22881-070,Th II,3539.59,<,0.46,
CS 22881-070,Th II,4019.13,<,-0.3,
CS 22881-070,Th II,4094.75,<,0.33,
CS 22882-001,Li I,6707.8,<,1.59,
CS 22882-001,Mg I,3829.36,,5.41,0.37
CS 22882-001,Mg I,4057.51,,5.36,0.2
CS 22882-001,Mg I,4167.27,,5.42,0.19
CS 22882-001,Mg I,4702.99,,5.38,0.18
CS 22882-001,Mg I,5172.68,,5.38,0.4
CS 22882-001,Mg I,5183.6,,5.47,0.4
CS 22882-001,Mg I,5528.4,,5.29,0.18
CS 22882-001,Al I,3943.99,,3.13,0.29
CS 22882-001,Al I,3961.52,,3.14,0.33
CS 22882-001,Si I,3905.52,,5.1,0.44
CS 22882-001,Ca I,4283.01,,4.13,0.2
CS 22882-001,Ca I,4318.65,,4.15,0.2
CS 22882-001,Ca I,4425.44,,4.2,0.2
CS 22882-001,Ca I,4434.96,,4.08,0.21
CS 22882-001,Ca I,4435.69,,4.22,0.2
CS 22882-001,Ca I,4454.78,,4.14,0.21
CS 22882-001,Ca I,4455.89,,4.19,0.23
CS 22882-001,Ca I,5588.76,,4.12,0.2
CS 22882-001,Ca I,6122.22,,4.18,0.2
CS 22882-001,Ca I,6162.17,,4.1,0.2
CS 22882-001,Ca I,6439.07,,4.19,0.2
CS 22882-001,Sc II,4246.84,,0.68,0.31
CS 22882-001,Sc II,4400.4,,0.79,0.16
CS 22882-001,Sc II,4415.56,,0.7,0.15
CS 22882-001,Sc II,5526.79,,0.57,0.17
CS 22882-001,Ti I,3998.64,,2.81,0.2
CS 22882-001,Ti I,4981.73,,2.94,0.21
CS 22882-001,Ti I,4991.07,,2.92,0.19
CS 22882-001,Ti I,4999.5,,2.71,0.2
CS 22882-001,Ti II,4394.06,,2.71,0.15
CS 22882-001,Ti II,4395.03,,2.72,0.33
CS 22882-001,Ti II,4395.84,,2.86,0.15
CS 22882-001,Ti II,4399.77,,2.8,0.16
CS 22882-001,Ti II,4417.71,,2.71,0.16
CS 22882-001,Ti II,4418.33,,2.82,0.16
CS 22882-001,Ti II,4443.8,,2.76,0.29
CS 22882-001,Ti II,4444.55,,2.87,0.16
CS 22882-001,Ti II,4450.48,,2.66,0.15
CS 22882-001,Ti II,4464.45,,2.64,0.15
CS 22882-001,Ti II,4470.85,,2.76,0.16
CS 22882-001,Ti II,4501.27,,2.73,0.27
CS 22882-001,Ti II,4533.96,,2.8,0.29
CS 22882-001,Ti II,4571.97,,2.71,0.26
CS 22882-001,Ti II,5185.9,,2.69,0.19
CS 22882-001,Ti II,5188.69,,2.62,0.18
CS 22882-001,Ti II,5336.79,,2.76,0.16
CS 22882-001,Ti II,5381.02,,2.77,0.16
CS 22882-001,V II,3951.96,,1.7,0.26
CS 22882-001,V II,4005.71,,1.77,0.26
CS 22882-001,Cr I,4274.8,,2.92,0.27
CS 22882-001,Cr I,5206.04,,3.05,0.22
CS 22882-001,Cr II,4558.59,,3.32,0.16
CS 22882-001,Cr II,4588.14,,3.34,0.16
CS 22882-001,Mn I,4030.75,,2.74,0.3
CS 22882-001,Mn I,4034.48,,2.68,0.22
CS 22882-001,Mn I,4041.35,,2.73,0.19
CS 22882-001,Fe I,3787.88,,4.88,0.38
CS 22882-001,Fe I,3805.34,,4.77,0.19
CS 22882-001,Fe I,3815.84,,4.86,0.38
CS 22882-001,Fe I,3825.88,,4.86,0.36
CS 22882-001,Fe I,3827.82,,4.75,0.39
CS 22882-001,Fe I,3840.44,,4.84,0.39
CS 22882-001,Fe I,3849.97,,4.89,0.38
CS 22882-001,Fe I,3865.52,,5.04,0.38
CS 22882-001,Fe I,3895.66,,4.77,0.37
CS 22882-001,Fe I,3899.71,,4.99,0.38
CS 22882-001,Fe I,3920.26,,4.83,0.37
CS 22882-001,Fe I,3922.91,,5.03,0.38
CS 22882-001,Fe I,4005.24,,4.86,0.34
CS 22882-001,Fe I,4063.59,,4.98,0.38
CS 22882-001,Fe I,4132.06,,4.91,0.32
CS 22882-001,Fe I,4134.68,,4.99,0.17
CS 22882-001,Fe I,4143.87,,4.88,0.34
CS 22882-001,Fe I,4154.5,,4.84,0.18
CS 22882-001,Fe I,4157.78,,4.94,0.18
CS 22882-001,Fe I,4175.64,,4.99,0.17
CS 22882-001,Fe I,4181.76,,4.86,0.17
CS 22882-001,Fe I,4184.89,,4.89,0.18
CS 22882-001,Fe I,4187.04,,4.86,0.18
CS 22882-001,Fe I,4187.8,,4.83,0.18
CS 22882-001,Fe I,4191.43,,4.92,0.17
CS 22882-001,Fe I,4195.33,,5.0,0.18
CS 22882-001,Fe I,4199.1,,4.87,0.18
CS 22882-001,Fe I,4202.03,,4.95,0.34
CS 22882-001,Fe I,4216.18,,4.79,0.17
CS 22882-001,Fe I,4217.55,,4.85,0.19
CS 22882-001,Fe I,4222.21,,4.9,0.17
CS 22882-001,Fe I,4227.43,,4.96,0.18
CS 22882-001,Fe I,4233.6,,4.86,0.17
CS 22882-001,Fe I,4238.81,,4.99,0.17
CS 22882-001,Fe I,4250.12,,4.83,0.18
CS 22882-001,Fe I,4250.79,,4.83,0.29
CS 22882-001,Fe I,4260.47,,4.9,0.3
CS 22882-001,Fe I,4271.15,,4.75,0.18
CS 22882-001,Fe I,4282.4,,4.87,0.18
CS 22882-001,Fe I,4375.93,,4.85,0.17
CS 22882-001,Fe I,4415.12,,4.91,0.31
CS 22882-001,Fe I,4442.34,,4.94,0.17
CS 22882-001,Fe I,4447.72,,4.98,0.17
CS 22882-001,Fe I,4461.65,,4.84,0.17
CS 22882-001,Fe I,4466.55,,4.85,0.17
CS 22882-001,Fe I,4489.74,,4.82,0.19
CS 22882-001,Fe I,4871.32,,4.83,0.17
CS 22882-001,Fe I,4872.14,,4.88,0.17
CS 22882-001,Fe I,4890.76,,4.75,0.17
CS 22882-001,Fe I,4891.49,,4.75,0.17
CS 22882-001,Fe I,4920.5,,4.91,0.19
CS 22882-001,Fe I,5006.12,,4.89,0.17
CS 22882-001,Fe I,5049.82,,4.73,0.19
CS 22882-001,Fe I,5051.63,,4.97,0.17
CS 22882-001,Fe I,5171.6,,4.74,0.17
CS 22882-001,Fe I,5191.45,,4.9,0.17
CS 22882-001,Fe I,5192.34,,4.86,0.17
CS 22882-001,Fe I,5194.94,,4.73,0.17
CS 22882-001,Fe I,5202.34,,4.87,0.19
CS 22882-001,Fe I,5232.94,,4.83,0.17
CS 22882-001,Fe I,5266.56,,4.92,0.17
CS 22882-001,Fe I,5281.79,,5.03,0.17
CS 22882-001,Fe I,5283.62,,4.98,0.17
CS 22882-001,Fe I,5339.93,,5.01,0.18
CS 22882-001,Fe I,5364.87,,5.01,0.19
CS 22882-001,Fe I,5367.47,,4.79,0.18
CS 22882-001,Fe I,5369.96,,4.95,0.17
CS 22882-001,Fe I,5371.49,,4.9,0.2
CS 22882-001,Fe I,5383.37,,4.74,0.17
CS 22882-001,Fe I,5397.13,,4.83,0.17
CS 22882-001,Fe I,5405.77,,4.83,0.17
CS 22882-001,Fe I,5415.2,,4.95,0.17
CS 22882-001,Fe I,5429.7,,4.91,0.18
CS 22882-001,Fe I,5434.52,,4.93,0.17
CS 22882-001,Fe I,5501.47,,5.0,0.18
